t,x_R,Gly,PHB,N,x_T,mu_x_R,mu_p
54,0.28366027191786936,23.607837433317595,0.4859478877642603,0.08393009683493294,0.7696081596821296,0.18101379820747246,0.10779096646547771
55,0.28457173360049565,23.58455278294728,0.49406206966176813,0.08078712551553205,0.7786338032622637,0.1819134869748063,0.1096187067149541
56,0.28547612147456203,23.561574794068523,0.5020691951297873,0.07766854663944113,0.7875453166043493,0.18276795821872394,0.1114249064379464
57,0.2863722860832308,23.538926555947565,0.50996122762623,0.07457832385092819,0.7963335137094607,0.18357014376219466,0.11320347514829374
58,0.28725909252334636,23.516630727302246,0.5177302807349764,0.07152037060915044,0.8049893732583228,0.18431245428720328,0.114948396242277
59,0.2881354241491487,23.494709332160713,0.5253686894712857,0.06849853741672837,0.8135041136204344,0.1849867563080534,0.11665380801825362
60,0.2890001851112212,23.473183621020752,0.5328690587773031,0.06551660306475415,0.8218692438885242,0.1855843491073295,0.11831408337406334
61,0.2898523063552423,23.4520737562797,0.5402243733882925,0.06257825394744007,0.8300766797435348,0.18609594562183449,0.11992391480624026
62,0.2906907489289958,23.431398664905974,0.5474280492690063,0.05968707265863483,0.8381187981980022,0.18651165256003474,0.12147839049948853
63,0.29151450814501384,23.411175810698868,0.5544740131608695,0.05684652363788304,0.8459885213058833,0.18682095348652059,0.12297306603644978
64,0.29232261676391547,23.391421034448435,0.5613567584022311,0.05405994219339472,0.8536793751661466,0.1870126945095716,0.12440402621988857
65,0.2931141468257605,23.372148492349115,0.5680713664123652,0.05133052818703255,0.8611855132381256,0.1870750744946146,0.1257679347613903
66,0.29388821388405795,23.353370428183627,0.5746135862624635,0.048661331434282806,0.8685018001465215,0.1869956425255524,0.12706207686225152
67,0.2946439784353984,23.335097172816994,0.5809798347971211,0.04605524677448799,0.8756238132325196,0.18676130321314954,0.12828438456581623
68,0.29538064825018645,23.317337042260593,0.587167232221286,0.04351500603383972,0.8825478804714724,0.18635833414779673,0.12943345078180693
69,0.2960974800729311,23.30009631293352,0.5931736106926568,0.04104317216230662,0.8892710907655879,0.18577241872494593,0.13050852928660026
70,0.2967937807919392,23.283379256836316,0.5989975019653826,0.038642135200209725,0.8957912827573218,0.18498869954069283,0.13150952136049976
71,0.2974689086823147,23.267188133519713,0.604638140152679,0.03631410799201824,0.9021070488349937,0.18399185802864299,0.1324369507910747
72,0.2981222748446502,23.251523262602042,0.6100954362897738,0.03406112122534412,0.9082177111344241,0.18276622638688977,0.13329192851056487
73,0.2987533435546404,23.236383107674126,0.6153699489535991,0.031885022225377875,0.9141232925082394,0.18129594238585856,0.13407610656980185
74,0.29936163378111086,23.221764362568766,0.6204628540094461,0.02978746972030728,0.919824487790557,0.17956515284971447,0.13479162615670057
75,0.29994672074362233,23.207662060644473,0.6253759063010726,0.027769928470267696,0.925322627044695,0.17755827638431837,0.1354410596385732
76,0.30050823613745253,23.194069736135823,0.6301113831693403,0.025833668491543053,0.9306196193067928,0.17526034196031798,0.13602734701173777
77,0.30104587205922323,23.180979502208938,0.6346720569801263,0.023979751519919938,0.9357179290393496,0.17265739521863352,0.13655373390158262
78,0.301559381435814,23.16838225355169,0.639061124201072,0.022209029531675875,0.9406205056368859,0.16973700649644954,0.13702370478566653
79,0.3020485820971344,23.156267779074945,0.6432821657977713,0.020522130699536584,0.9453307478949058,0.166488857390596,0.13744092044057557
80,0.3025133607536498,23.144624899153925,0.6473390990445962,0.018919445677069796,0.9498524597982461,0.1629054148890038,0.13780915660209456
81,0.3029536757735733,23.13344165732301,0.6512361103235298,0.017401118022161117,0.9541897860971031,0.15898269557423098,0.1381322443972981
82,0.30336956384526614,23.122705392849852,0.654977629464125,0.01596702122322033,0.9583471933093911,0.15472105655795046,0.13841401741924075
83,0.3037611442268404,23.112402935888685,0.6585682612745835,0.014616744045377984,0.9623294055014239,0.1501260197675619,0.13865826110100798
84,0.30412862395166956,23.102520702266844,0.6620127521640401,0.013349572580449932,0.9661413761157096,0.1452090514087417,0.13886866790754002
85,0.30447230388652685,23.093044812675092,0.6653159481903529,0.012164469356804085,0.9697882520768797,0.13998821415262763,0.13904879850894378
86,0.30479258408619103,23.083961227328835,0.6684827477204442,0.011060054875203605,0.9732753318066353,0.1344886141417658,0.13920204834205183
87,0.30508996343889616,23.075255814799732,0.6715180773530249,0.010034608831392665,0.9766080407919211,0.12874264328171975,0.1393316179428579
88,0.30536504797884195,23.06691447178868,0.6744268496747837,0.009086041452269336,0.9797918976536257,0.12278966444656444,0.13944049408079534
89,0.3056185434184415,23.05892319253718,0.677213939256825,0.00821191924675355,0.9828324826752666,0.11667551084532908,0.13953143074201788
90,0.30585125467435886,23.051268143702902,0.6798841564666479,0.007409466640141998,0.9857354111410068,0.11045135130728558,0.13960694059277853
91,0.3060640827512882,23.043935733615648,0.6824422233497506,0.006675576719695986,0.9885063061010388,0.10417205893588584,0.1396692916965538
92,0.3062580048132123,23.03691266217909,0.6848927569390257,0.006006879954440474,0.991150761752238,0.09789462075492561,0.1397205057283505
93,0.3064340715804128,23.030185969744807,0.6872402522500787,0.005399753170990507,0.9936743238304915,0.09167574686047092,0.13976236745316872
94,0.3065933858234487,23.023743075214743,0.6894890697817049,0.004850393712246177,0.9960824556051535,0.08556989454045345,0.13979643362782257
95,0.30673708424186874,23.017571803776715,0.6916434265131866,0.004354881924590795,0.9983805107550553,0.07962730527078572,0.13982404733709336
96,0.3068663205683999,23.011660408342113,0.6937073890581548,0.003909239419310849,1.0005737096265546,0.07389225914691752,0.13984635541856957
97,0.3069822504896758,23.00599758726945,0.695684868047758,0.003509481070083583,1.0026671185374338,0.06840165171272868,0.1398643277129485
98,0.30708600281347354,23.00057248468663,0.6975796191391539,0.003151714436298193,1.0046656219526273,0.06318478877064962,0.13987877492484546
99,0.30717867684781514,22.99537469928602,0.6993952400391412,0.002832148800637523,1.0065739168869563,0.058262569295860746,0.13989037040071384
100,0.3072613279953774,22.990394279488832,0.7011351727568641,0.002547144843526232,1.0083965007522415,0.05364773799017387,0.13989966860625283
101,0.30733495085064144,22.985621715345857,0.702802707095868,0.0022932729288227963,1.0101376579465096,0.049345868226127736,0.13990712207420522
102,0.30740047129078685,22.981047925740718,0.7044009854405503,0.002067340376597085,1.0118014567313371,0.045356343029954754,0.13991309773839872
103,0.3074587488160985,22.976664249135514,0.7059330059041647,0.001866383392763736,1.0133917547202633,0.04167301492331728,0.13991789203768898
104,0.3075105725927938,22.972462424467516,0.7074016291688706,0.0016876807145042242,1.0149122017616645,0.03828540956173627,0.13992174318235748
105,0.3075566593701201,22.968434577419735,0.7088095833720307,0.0015287607926894504,1.016366242742151,0.03517994541503664,0.13992484171714933
106,0.3075976576295405,22.96457320008144,0.7101594710636793,0.0013873874843433299,1.0177571286932197,0.032340771114326046,0.13992733974684765
107,0.30763414877551976,22.960871138170212,0.7114537736324866,0.001261555946483854,1.0190879224080063,0.029750754570412076,0.13992935832345177
108,0.30766665309049945,22.957321570462003,0.7126948582736655,0.0011494721017262426,1.020361511364165,0.02739206410124674,0.13993099374370235
109,0.3076956330507721,22.953917992874327,0.7138849834308972,0.0010495412042344227,1.0215806164816694,0.02524682528268448,0.13993232249850648
110,0.30772149990182873,22.950654200783582,0.7150263047295617,0.0009603451661078637,1.0227478046313905,0.02329742683978741,0.13993340540882496
111,0.3077446161382926,22.94752427598071,0.7161208794458155,0.0008806340058875429,1.0238654955841082,0.021527014511449657,0.1399342907667825
